"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","100004_at","Ints7","77065","integrator complex subunit 7",0.0169469361419106,6.79778640091508,0.162367885265314,0.872367384020103,0.955826499309035,-6.90300270741184
"2","100005_at","Traf4","22032","TNF receptor associated factor 4",-0.206822735680072,7.22918173441819,-2.00807892477489,0.0559485319283638,0.246945244373468,-4.9950691350485
"3","100009_r_at","Sox2","20674","SRY (sex determining region Y)-box 2",0.0981858491164456,7.60337946971074,0.411692324620944,0.684196838869465,0.87014162558735,-6.82949358292034
"4","100011_at","Klf3","16599","Kruppel-like factor 3 (basic)",-0.13384209813352,5.33173605949942,-0.88413887471229,0.385340980488363,0.676211268986031,-6.51992109385239
"5","100019_at","Vcan","13003","versican",-0.117035716905028,6.12520492277465,-1.01694154091172,0.319263958888519,0.616959468331699,-6.39448729369864
"6","100023_at","Mybl2","17865","myeloblastosis oncogene-like 2",-0.0952478632357243,6.62963013891026,-0.63598238354138,0.530770809793402,0.783974967003622,-6.70975031838793
"7","100024_at","Shroom3","27428","shroom family member 3",0.375045765765887,7.56243817698611,1.87536151429541,0.0728874089347449,0.290915287623777,-5.2245845901009
"8","100033_at","Msh2","17685","mutS homolog 2",-0.564840318637852,7.89183315283305,-5.03912322953815,3.70321496298606e-05,0.000885516017522821,1.99201535358867
"9","100037_at","Ddx18","66942","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18",-0.0222275193548587,5.74717032969329,-0.142937927723163,0.887525396544078,0.959474818353925,-6.90605885793804
"10","100039_at","Cnpy2","56530","canopy FGF signaling regulator 2",0.128117497704201,8.25583416236692,1.05143460906448,0.303469100898013,0.598141995972894,-6.35927133523966
"11","100041_at","Slc25a39","68066","solute carrier family 25, member 39",0.155328788002981,7.62161354155044,1.25203395454229,0.222550906142311,0.511373571030274,-6.13359509907875
"12","100042_at","Hagh","14651","hydroxyacyl glutathione hydrolase",0.128131928867384,7.56323690775003,0.992180598145365,0.330949382534646,0.625040491739447,-6.41910264957643
"13","100047_at","Snap25","20614","synaptosomal-associated protein 25",0.344907708889702,10.0086100134159,2.9317497760117,0.00726627824960947,0.0587386048647703,-3.13097940755419
"14","100050_at","Id1","15901","inhibitor of DNA binding 1, HLH protein",0.0668698313240075,6.9408657756141,0.321612669890418,0.750513909612395,0.901630181449993,-6.86336495804114
"15","100051_at","Stom","13830","stomatin",0.480702036189946,8.30302430645042,3.67866571803048,0.00117307947546189,0.0145035280602561,-1.38966610154662
"16","100057_at","Nsmce1","67711","NSE1 homolog, SMC5-SMC6 complex component",0.000325863879377053,6.87566958006544,0.00259617637280461,0.997949885036521,0.998796557720285,-6.91658716802529
"17","100064_f_at","Gja1","14609","gap junction protein, alpha 1",0.612877371669452,4.58965498429909,2.71935071183403,0.0119268022380525,0.0834492658199429,-3.59456072943207
"18","100066_at","Gart","14450","phosphoribosylglycinamide formyltransferase",-0.307687081622156,6.84569047884517,-2.60692074499122,0.0154189495900312,0.0986812773761999,-3.83256911073411
"19","100068_at","Aldh1a1","11668","aldehyde dehydrogenase family 1, subfamily A1",-0.151672351082931,7.3875796133396,-0.957643080302974,0.347734431764076,0.639775719184844,-6.45250225289947
"20","100084_at","Ezr","22350","ezrin",0.0409722513943729,5.54391165832257,0.335919570920163,0.739833243185994,0.898368938154421,-6.85853553057465
"21","100089_at","Ppic","19038","peptidylprolyl isomerase C",0.0168937766789252,5.04557372094975,0.122644756542154,0.903403573555458,0.965523662110352,-6.90883614139063
"22","100099_at","Smpd1","20597","sphingomyelin phosphodiesterase 1, acid lysosomal",0.289770427803525,9.96619819067448,2.69006417856518,0.0127568963721768,0.0875678438670562,-3.65707858079865
"23","100101_at","Snrpa","53607","small nuclear ribonucleoprotein polypeptide A",0.155349311521285,8.59924820130903,1.54442562456185,0.135492398328756,0.395738578143147,-5.74411116749062
"24","100116_at","Pclaf","68026","PCNA clamp associated factor",0.0241280933520658,5.62422654028062,0.174186983654008,0.863170803298748,0.951736903486447,-6.90095381972567
"25","100122_at","Gnb5","14697","guanine nucleotide binding protein (G protein), beta 5",-0.193986187390783,8.1215428950329,-1.42048686263753,0.168251753923659,0.440572583078077,-5.91762770296481
"26","100123_f_at","Itgb1","16412","integrin beta 1 (fibronectin receptor beta)",-0.15853114725414,8.54026790695036,-1.1880676464839,0.246362592337191,0.538778895402741,-6.20936491911538
"27","100125_at","Pa2g4","18813","proliferation-associated 2G4",-0.065469093332581,5.10414585899185,-0.538616886383515,0.595082809703709,0.82040174816286,-6.76788371073979
"28","100127_at","Crabp2","12904","cellular retinoic acid binding protein II",-0.111163868911425,5.17990462550807,-0.622229240207571,0.539623381353748,0.79178724061076,-6.71852876418066
"29","100128_at","Cdk1","12534","cyclin-dependent kinase 1",-0.0847581986722163,6.60977498991531,-0.631629476687846,0.533564177453209,0.786212775551708,-6.712548799105
"30","100131_at","Scg5","20394","secretogranin V",0.0461759544791276,6.7315675159835,0.295425283619806,0.770194699194471,0.910838948612592,-6.871664769832
"31","100133_at","Fyn","14360","Fyn proto-oncogene",-0.166009236850023,7.44162142948989,-1.26752402767336,0.21705665968764,0.50278724362649,-6.11472183303014
"32","100134_at","Eng","13805","endoglin",-0.00814777438869196,7.28914868015072,-0.0773032794024659,0.939019327215638,0.98043941951337,-6.91350934307873
"33","100138_f_at","Rbm14","56275","RNA binding motif protein 14",-0.285276133779055,7.10568849114818,-2.79415966841434,0.0100315148872031,0.0732502563575635,-3.43327315197208
"34","100139_at","Pcsk1n","30052","proprotein convertase subtilisin/kexin type 1 inhibitor",-0.0701773090183657,8.81187607640249,-0.264008280949984,0.794013910405353,0.920497745893473,-6.88069882442279
"35","100142_at","Dgcr2","13356","DiGeorge syndrome critical region gene 2",-0.0547912028072526,7.56508370754644,-0.492442652343249,0.626854691572337,0.837859833452952,-6.79216468576326
"36","100144_at","Ncl","17975","nucleolin",-0.15360659106417,9.08602952250282,-1.35469788145384,0.188055580483105,0.468202452095237,-6.00475746361992
"37","100148_at","Ctcf","13018","CCCTC-binding factor",-0.237486594018447,7.31284152929782,-1.77681035450776,0.0882023028828119,0.322123809983618,-5.38744359449427
